JournalID,LineNumber,PostingDate,EntityID,AccountCode,Debit,Credit,Amount,Description,IntercompanyEntityID,IsIntercompany
JNL1093,1,2024-11-28,ENT003,180,8500.00,0.00,8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1093,2,2024-11-28,ENT003,600,0.00,8500.00,-8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1094,1,2024-11-28,ENT002,750,8500.00,0.00,8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1094,2,2024-11-28,ENT002,380,0.00,8500.00,-8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1095,1,2024-12-15,ENT001,110,172000.00,0.00,172000.00,Advisory Billings - M6,,FALSE
JNL1095,2,2024-12-15,ENT001,610,0.00,172000.00,-172000.00,Advisory Billings - M6,,FALSE
JNL1096,1,2024-12-28,ENT001,800,80625.00,0.00,80625.00,Monthly Payroll - M6,,FALSE
JNL1096,2,2024-12-28,ENT001,805,9675.00,0.00,9675.00,Monthly Payroll - M6,,FALSE
JNL1096,3,2024-12-28,ENT001,100,0.00,80625.00,-80625.00,Monthly Payroll - M6,,FALSE
JNL1096,4,2024-12-28,ENT001,330,0.00,9675.00,-9675.00,Monthly Payroll - M6,,FALSE
JNL1097,1,2024-12-28,ENT001,820,12000.00,0.00,12000.00,Operating Costs & Rent - M6,,FALSE
JNL1097,2,2024-12-28,ENT001,830,3500.00,0.00,3500.00,Operating Costs & Rent - M6,,FALSE
JNL1097,3,2024-12-28,ENT001,100,0.00,15500.00,-15500.00,Operating Costs & Rent - M6,,FALSE
JNL1098,1,2024-12-15,ENT002,100,301000.00,0.00,301000.00,Food Retailing Sales - M6,,FALSE
JNL1098,2,2024-12-15,ENT002,600,0.00,301000.00,-301000.00,Food Retailing Sales - M6,,FALSE
JNL1099,1,2024-12-15,ENT002,700,174580.00,0.00,174580.00,Produce Inventory Purchase - M6,,FALSE
JNL1099,2,2024-12-15,ENT002,100,0.00,174580.00,-174580.00,Produce Inventory Purchase - M6,,FALSE
JNL1100,1,2024-12-28,ENT002,800,48375.00,0.00,48375.00,Monthly Payroll - M6,,FALSE
JNL1100,2,2024-12-28,ENT002,805,5805.00,0.00,5805.00,Monthly Payroll - M6,,FALSE
JNL1100,3,2024-12-28,ENT002,100,0.00,48375.00,-48375.00,Monthly Payroll - M6,,FALSE
JNL1100,4,2024-12-28,ENT002,330,0.00,5805.00,-5805.00,Monthly Payroll - M6,,FALSE
JNL1101,1,2024-12-28,ENT002,820,8500.00,0.00,8500.00,Store Operating Costs - M6,,FALSE
JNL1101,2,2024-12-28,ENT002,810,4200.00,0.00,4200.00,Store Operating Costs - M6,,FALSE
JNL1101,3,2024-12-28,ENT002,100,0.00,12700.00,-12700.00,Store Operating Costs - M6,,FALSE
JNL1102,1,2024-12-15,ENT003,110,204250.00,0.00,204250.00,Freight Service Revenue - M6,,FALSE
JNL1102,2,2024-12-15,ENT003,600,0.00,204250.00,-204250.00,Freight Service Revenue - M6,,FALSE
JNL1103,1,2024-12-15,ENT003,710,57190.00,0.00,57190.00,Fleet Fuel & Maintenance - M6,,FALSE
JNL1103,2,2024-12-15,ENT003,810,6500.00,0.00,6500.00,Fleet Fuel & Maintenance - M6,,FALSE
JNL1103,3,2024-12-15,ENT003,100,0.00,63690.00,-63690.00,Fleet Fuel & Maintenance - M6,,FALSE
JNL1104,1,2024-12-28,ENT003,800,64500.00,0.00,64500.00,Driver Payroll - M6,,FALSE
JNL1104,2,2024-12-28,ENT003,805,7740.00,0.00,7740.00,Driver Payroll - M6,,FALSE
JNL1104,3,2024-12-28,ENT003,100,0.00,64500.00,-64500.00,Driver Payroll - M6,,FALSE
JNL1104,4,2024-12-28,ENT003,330,0.00,7740.00,-7740.00,Driver Payroll - M6,,FALSE
JNL1105,1,2024-12-28,ENT003,890,4500.00,0.00,4500.00,Vehicle Depreciation - M6,,FALSE
JNL1105,2,2024-12-28,ENT003,210,0.00,4500.00,-4500.00,Vehicle Depreciation - M6,,FALSE
JNL1106,1,2024-12-15,ENT004,100,25000.00,0.00,25000.00,Property Rent Collection - M6,,FALSE
JNL1106,2,2024-12-15,ENT004,620,0.00,25000.00,-25000.00,Property Rent Collection - M6,,FALSE
JNL1107,1,2024-12-28,ENT004,895,5200.00,0.00,5200.00,Bank Facility Interest - M6,,FALSE
JNL1107,2,2024-12-28,ENT004,100,0.00,5200.00,-5200.00,Bank Facility Interest - M6,,FALSE
JNL1108,1,2024-12-28,ENT001,180,16000.00,0.00,16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1108,2,2024-12-28,ENT001,650,0.00,16000.00,-16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1109,1,2024-12-28,ENT002,880,10000.00,0.00,10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1109,2,2024-12-28,ENT002,380,0.00,10000.00,-10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1110,1,2024-12-28,ENT003,880,6000.00,0.00,6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1110,2,2024-12-28,ENT003,380,0.00,6000.00,-6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1111,1,2024-12-28,ENT003,180,8500.00,0.00,8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1111,2,2024-12-28,ENT003,600,0.00,8500.00,-8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1112,1,2024-12-28,ENT002,750,8500.00,0.00,8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1112,2,2024-12-28,ENT002,380,0.00,8500.00,-8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1113,1,2025-01-15,ENT001,110,174400.00,0.00,174400.00,Advisory Billings - M7,,FALSE
JNL1113,2,2025-01-15,ENT001,610,0.00,174400.00,-174400.00,Advisory Billings - M7,,FALSE
JNL1114,1,2025-01-28,ENT001,800,81750.00,0.00,81750.00,Monthly Payroll - M7,,FALSE
JNL1114,2,2025-01-28,ENT001,805,9810.00,0.00,9810.00,Monthly Payroll - M7,,FALSE
JNL1114,3,2025-01-28,ENT001,100,0.00,81750.00,-81750.00,Monthly Payroll - M7,,FALSE
JNL1114,4,2025-01-28,ENT001,330,0.00,9810.00,-9810.00,Monthly Payroll - M7,,FALSE
JNL1115,1,2025-01-28,ENT001,820,12000.00,0.00,12000.00,Operating Costs & Rent - M7,,FALSE
JNL1115,2,2025-01-28,ENT001,830,3500.00,0.00,3500.00,Operating Costs & Rent - M7,,FALSE
JNL1115,3,2025-01-28,ENT001,100,0.00,15500.00,-15500.00,Operating Costs & Rent - M7,,FALSE
JNL1116,1,2025-01-15,ENT002,100,305200.00,0.00,305200.00,Food Retailing Sales - M7,,FALSE
JNL1116,2,2025-01-15,ENT002,600,0.00,305200.00,-305200.00,Food Retailing Sales - M7,,FALSE
JNL1117,1,2025-01-15,ENT002,700,177016.00,0.00,177016.00,Produce Inventory Purchase - M7,,FALSE
JNL1117,2,2025-01-15,ENT002,100,0.00,177016.00,-177016.00,Produce Inventory Purchase - M7,,FALSE
JNL1118,1,2025-01-28,ENT002,800,49050.00,0.00,49050.00,Monthly Payroll - M7,,FALSE
JNL1118,2,2025-01-28,ENT002,805,5886.00,0.00,5886.00,Monthly Payroll - M7,,FALSE
JNL1118,3,2025-01-28,ENT002,100,0.00,49050.00,-49050.00,Monthly Payroll - M7,,FALSE
JNL1118,4,2025-01-28,ENT002,330,0.00,5886.00,-5886.00,Monthly Payroll - M7,,FALSE
JNL1119,1,2025-01-28,ENT002,820,8500.00,0.00,8500.00,Store Operating Costs - M7,,FALSE
JNL1119,2,2025-01-28,ENT002,810,4200.00,0.00,4200.00,Store Operating Costs - M7,,FALSE
JNL1119,3,2025-01-28,ENT002,100,0.00,12700.00,-12700.00,Store Operating Costs - M7,,FALSE
JNL1120,1,2025-01-15,ENT003,110,207100.00,0.00,207100.00,Freight Service Revenue - M7,,FALSE
JNL1120,2,2025-01-15,ENT003,600,0.00,207100.00,-207100.00,Freight Service Revenue - M7,,FALSE
JNL1121,1,2025-01-15,ENT003,710,57988.00,0.00,57988.00,Fleet Fuel & Maintenance - M7,,FALSE
JNL1121,2,2025-01-15,ENT003,810,6500.00,0.00,6500.00,Fleet Fuel & Maintenance - M7,,FALSE
JNL1121,3,2025-01-15,ENT003,100,0.00,64488.00,-64488.00,Fleet Fuel & Maintenance - M7,,FALSE
JNL1122,1,2025-01-28,ENT003,800,65400.00,0.00,65400.00,Driver Payroll - M7,,FALSE
JNL1122,2,2025-01-28,ENT003,805,7848.00,0.00,7848.00,Driver Payroll - M7,,FALSE
JNL1122,3,2025-01-28,ENT003,100,0.00,65400.00,-65400.00,Driver Payroll - M7,,FALSE
JNL1122,4,2025-01-28,ENT003,330,0.00,7848.00,-7848.00,Driver Payroll - M7,,FALSE
JNL1123,1,2025-01-28,ENT003,890,4500.00,0.00,4500.00,Vehicle Depreciation - M7,,FALSE
JNL1123,2,2025-01-28,ENT003,210,0.00,4500.00,-4500.00,Vehicle Depreciation - M7,,FALSE
JNL1124,1,2025-01-15,ENT004,100,25000.00,0.00,25000.00,Property Rent Collection - M7,,FALSE
JNL1124,2,2025-01-15,ENT004,620,0.00,25000.00,-25000.00,Property Rent Collection - M7,,FALSE
JNL1125,1,2025-01-28,ENT004,895,5200.00,0.00,5200.00,Bank Facility Interest - M7,,FALSE
JNL1125,2,2025-01-28,ENT004,100,0.00,5200.00,-5200.00,Bank Facility Interest - M7,,FALSE
JNL1126,1,2025-01-28,ENT001,180,16000.00,0.00,16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1126,2,2025-01-28,ENT001,650,0.00,16000.00,-16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1127,1,2025-01-28,ENT002,880,10000.00,0.00,10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1127,2,2025-01-28,ENT002,380,0.00,10000.00,-10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1128,1,2025-01-28,ENT003,880,6000.00,0.00,6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1128,2,2025-01-28,ENT003,380,0.00,6000.00,-6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1129,1,2025-01-28,ENT003,180,8500.00,0.00,8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1129,2,2025-01-28,ENT003,600,0.00,8500.00,-8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1130,1,2025-01-28,ENT002,750,8500.00,0.00,8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1130,2,2025-01-28,ENT002,380,0.00,8500.00,-8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1131,1,2025-02-15,ENT001,110,176800.00,0.00,176800.00,Advisory Billings - M8,,FALSE
JNL1131,2,2025-02-15,ENT001,610,0.00,176800.00,-176800.00,Advisory Billings - M8,,FALSE
JNL1132,1,2025-02-28,ENT001,800,82875.00,0.00,82875.00,Monthly Payroll - M8,,FALSE
JNL1132,2,2025-02-28,ENT001,805,9945.00,0.00,9945.00,Monthly Payroll - M8,,FALSE
JNL1132,3,2025-02-28,ENT001,100,0.00,82875.00,-82875.00,Monthly Payroll - M8,,FALSE
JNL1132,4,2025-02-28,ENT001,330,0.00,9945.00,-9945.00,Monthly Payroll - M8,,FALSE
JNL1133,1,2025-02-28,ENT001,820,12000.00,0.00,12000.00,Operating Costs & Rent - M8,,FALSE
JNL1133,2,2025-02-28,ENT001,830,3500.00,0.00,3500.00,Operating Costs & Rent - M8,,FALSE
JNL1133,3,2025-02-28,ENT001,100,0.00,15500.00,-15500.00,Operating Costs & Rent - M8,,FALSE
JNL1134,1,2025-02-15,ENT002,100,309400.00,0.00,309400.00,Food Retailing Sales - M8,,FALSE
JNL1134,2,2025-02-15,ENT002,600,0.00,309400.00,-309400.00,Food Retailing Sales - M8,,FALSE
JNL1135,1,2025-02-15,ENT002,700,179452.00,0.00,179452.00,Produce Inventory Purchase - M8,,FALSE
JNL1135,2,2025-02-15,ENT002,100,0.00,179452.00,-179452.00,Produce Inventory Purchase - M8,,FALSE
JNL1136,1,2025-02-28,ENT002,800,49725.00,0.00,49725.00,Monthly Payroll - M8,,FALSE
JNL1136,2,2025-02-28,ENT002,805,5967.00,0.00,5967.00,Monthly Payroll - M8,,FALSE
JNL1136,3,2025-02-28,ENT002,100,0.00,49725.00,-49725.00,Monthly Payroll - M8,,FALSE
JNL1136,4,2025-02-28,ENT002,330,0.00,5967.00,-5967.00,Monthly Payroll - M8,,FALSE
JNL1137,1,2025-02-28,ENT002,820,8500.00,0.00,8500.00,Store Operating Costs - M8,,FALSE
JNL1137,2,2025-02-28,ENT002,810,4200.00,0.00,4200.00,Store Operating Costs - M8,,FALSE
JNL1137,3,2025-02-28,ENT002,100,0.00,12700.00,-12700.00,Store Operating Costs - M8,,FALSE
JNL1138,1,2025-02-15,ENT003,110,209950.00,0.00,209950.00,Freight Service Revenue - M8,,FALSE
JNL1138,2,2025-02-15,ENT003,600,0.00,209950.00,-209950.00,Freight Service Revenue - M8,,FALSE
JNL1139,1,2025-02-15,ENT003,710,58786.00,0.00,58786.00,Fleet Fuel & Maintenance - M8,,FALSE
JNL1139,2,2025-02-15,ENT003,810,6500.00,0.00,6500.00,Fleet Fuel & Maintenance - M8,,FALSE
JNL1139,3,2025-02-15,ENT003,100,0.00,65286.00,-65286.00,Fleet Fuel & Maintenance - M8,,FALSE
JNL1140,1,2025-02-28,ENT003,800,66300.00,0.00,66300.00,Driver Payroll - M8,,FALSE
JNL1140,2,2025-02-28,ENT003,805,7956.00,0.00,7956.00,Driver Payroll - M8,,FALSE
JNL1140,3,2025-02-28,ENT003,100,0.00,66300.00,-66300.00,Driver Payroll - M8,,FALSE
JNL1140,4,2025-02-28,ENT003,330,0.00,7956.00,-7956.00,Driver Payroll - M8,,FALSE
JNL1141,1,2025-02-28,ENT003,890,4500.00,0.00,4500.00,Vehicle Depreciation - M8,,FALSE
JNL1141,2,2025-02-28,ENT003,210,0.00,4500.00,-4500.00,Vehicle Depreciation - M8,,FALSE
JNL1142,1,2025-02-15,ENT004,100,25000.00,0.00,25000.00,Property Rent Collection - M8,,FALSE
JNL1142,2,2025-02-15,ENT004,620,0.00,25000.00,-25000.00,Property Rent Collection - M8,,FALSE
JNL1143,1,2025-02-28,ENT004,895,5200.00,0.00,5200.00,Bank Facility Interest - M8,,FALSE
JNL1143,2,2025-02-28,ENT004,100,0.00,5200.00,-5200.00,Bank Facility Interest - M8,,FALSE
JNL1144,1,2025-02-28,ENT001,180,16000.00,0.00,16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1144,2,2025-02-28,ENT001,650,0.00,16000.00,-16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1145,1,2025-02-28,ENT002,880,10000.00,0.00,10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1145,2,2025-02-28,ENT002,380,0.00,10000.00,-10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1146,1,2025-02-28,ENT003,880,6000.00,0.00,6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1146,2,2025-02-28,ENT003,380,0.00,6000.00,-6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1147,1,2025-02-28,ENT003,180,8500.00,0.00,8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1147,2,2025-02-28,ENT003,600,0.00,8500.00,-8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1148,1,2025-02-28,ENT002,750,8500.00,0.00,8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1148,2,2025-02-28,ENT002,380,0.00,8500.00,-8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1149,1,2025-03-15,ENT001,110,179200.00,0.00,179200.00,Advisory Billings - M9,,FALSE
JNL1149,2,2025-03-15,ENT001,610,0.00,179200.00,-179200.00,Advisory Billings - M9,,FALSE
JNL1150,1,2025-03-28,ENT001,800,84000.00,0.00,84000.00,Monthly Payroll - M9,,FALSE
JNL1150,2,2025-03-28,ENT001,805,10080.00,0.00,10080.00,Monthly Payroll - M9,,FALSE
JNL1150,3,2025-03-28,ENT001,100,0.00,84000.00,-84000.00,Monthly Payroll - M9,,FALSE
JNL1150,4,2025-03-28,ENT001,330,0.00,10080.00,-10080.00,Monthly Payroll - M9,,FALSE
JNL1151,1,2025-03-28,ENT001,820,12000.00,0.00,12000.00,Operating Costs & Rent - M9,,FALSE
JNL1151,2,2025-03-28,ENT001,830,3500.00,0.00,3500.00,Operating Costs & Rent - M9,,FALSE
JNL1151,3,2025-03-28,ENT001,100,0.00,15500.00,-15500.00,Operating Costs & Rent - M9,,FALSE
JNL1152,1,2025-03-15,ENT002,100,313600.00,0.00,313600.00,Food Retailing Sales - M9,,FALSE
JNL1152,2,2025-03-15,ENT002,600,0.00,313600.00,-313600.00,Food Retailing Sales - M9,,FALSE
JNL1153,1,2025-03-15,ENT002,700,181888.00,0.00,181888.00,Produce Inventory Purchase - M9,,FALSE
JNL1153,2,2025-03-15,ENT002,100,0.00,181888.00,-181888.00,Produce Inventory Purchase - M9,,FALSE
JNL1154,1,2025-03-28,ENT002,800,50400.00,0.00,50400.00,Monthly Payroll - M9,,FALSE
JNL1154,2,2025-03-28,ENT002,805,6048.00,0.00,6048.00,Monthly Payroll - M9,,FALSE
JNL1154,3,2025-03-28,ENT002,100,0.00,50400.00,-50400.00,Monthly Payroll - M9,,FALSE
JNL1154,4,2025-03-28,ENT002,330,0.00,6048.00,-6048.00,Monthly Payroll - M9,,FALSE
JNL1155,1,2025-03-28,ENT002,820,8500.00,0.00,8500.00,Store Operating Costs - M9,,FALSE
JNL1155,2,2025-03-28,ENT002,810,4200.00,0.00,4200.00,Store Operating Costs - M9,,FALSE
JNL1155,3,2025-03-28,ENT002,100,0.00,12700.00,-12700.00,Store Operating Costs - M9,,FALSE
JNL1156,1,2025-03-15,ENT003,110,212800.00,0.00,212800.00,Freight Service Revenue - M9,,FALSE
JNL1156,2,2025-03-15,ENT003,600,0.00,212800.00,-212800.00,Freight Service Revenue - M9,,FALSE
JNL1157,1,2025-03-15,ENT003,710,59584.00,0.00,59584.00,Fleet Fuel & Maintenance - M9,,FALSE
JNL1157,2,2025-03-15,ENT003,810,6500.00,0.00,6500.00,Fleet Fuel & Maintenance - M9,,FALSE
JNL1157,3,2025-03-15,ENT003,100,0.00,66084.00,-66084.00,Fleet Fuel & Maintenance - M9,,FALSE
JNL1158,1,2025-03-28,ENT003,800,67200.00,0.00,67200.00,Driver Payroll - M9,,FALSE
JNL1158,2,2025-03-28,ENT003,805,8064.00,0.00,8064.00,Driver Payroll - M9,,FALSE
JNL1158,3,2025-03-28,ENT003,100,0.00,67200.00,-67200.00,Driver Payroll - M9,,FALSE
JNL1158,4,2025-03-28,ENT003,330,0.00,8064.00,-8064.00,Driver Payroll - M9,,FALSE
JNL1159,1,2025-03-28,ENT003,890,4500.00,0.00,4500.00,Vehicle Depreciation - M9,,FALSE
JNL1159,2,2025-03-28,ENT003,210,0.00,4500.00,-4500.00,Vehicle Depreciation - M9,,FALSE
JNL1160,1,2025-03-15,ENT004,100,25000.00,0.00,25000.00,Property Rent Collection - M9,,FALSE
JNL1160,2,2025-03-15,ENT004,620,0.00,25000.00,-25000.00,Property Rent Collection - M9,,FALSE
JNL1161,1,2025-03-28,ENT004,895,5200.00,0.00,5200.00,Bank Facility Interest - M9,,FALSE
JNL1161,2,2025-03-28,ENT004,100,0.00,5200.00,-5200.00,Bank Facility Interest - M9,,FALSE
JNL1162,1,2025-03-28,ENT001,180,16000.00,0.00,16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1162,2,2025-03-28,ENT001,650,0.00,16000.00,-16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1163,1,2025-03-28,ENT002,880,10000.00,0.00,10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1163,2,2025-03-28,ENT002,380,0.00,10000.00,-10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1164,1,2025-03-28,ENT003,880,6000.00,0.00,6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1164,2,2025-03-28,ENT003,380,0.00,6000.00,-6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1165,1,2025-03-28,ENT003,180,8500.00,0.00,8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1165,2,2025-03-28,ENT003,600,0.00,8500.00,-8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1166,1,2025-03-28,ENT002,750,8500.00,0.00,8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1166,2,2025-03-28,ENT002,380,0.00,8500.00,-8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1167,1,2025-04-15,ENT001,110,181600.00,0.00,181600.00,Advisory Billings - M10,,FALSE
JNL1167,2,2025-04-15,ENT001,610,0.00,181600.00,-181600.00,Advisory Billings - M10,,FALSE
JNL1168,1,2025-04-28,ENT001,800,85125.00,0.00,85125.00,Monthly Payroll - M10,,FALSE
JNL1168,2,2025-04-28,ENT001,805,10215.00,0.00,10215.00,Monthly Payroll - M10,,FALSE
JNL1168,3,2025-04-28,ENT001,100,0.00,85125.00,-85125.00,Monthly Payroll - M10,,FALSE
JNL1168,4,2025-04-28,ENT001,330,0.00,10215.00,-10215.00,Monthly Payroll - M10,,FALSE
JNL1169,1,2025-04-28,ENT001,820,12000.00,0.00,12000.00,Operating Costs & Rent - M10,,FALSE
JNL1169,2,2025-04-28,ENT001,830,3500.00,0.00,3500.00,Operating Costs & Rent - M10,,FALSE
JNL1169,3,2025-04-28,ENT001,100,0.00,15500.00,-15500.00,Operating Costs & Rent - M10,,FALSE
JNL1170,1,2025-04-15,ENT002,100,317800.00,0.00,317800.00,Food Retailing Sales - M10,,FALSE
JNL1170,2,2025-04-15,ENT002,600,0.00,317800.00,-317800.00,Food Retailing Sales - M10,,FALSE
JNL1171,1,2025-04-15,ENT002,700,184324.00,0.00,184324.00,Produce Inventory Purchase - M10,,FALSE
JNL1171,2,2025-04-15,ENT002,100,0.00,184324.00,-184324.00,Produce Inventory Purchase - M10,,FALSE
JNL1172,1,2025-04-28,ENT002,800,51075.00,0.00,51075.00,Monthly Payroll - M10,,FALSE
JNL1172,2,2025-04-28,ENT002,805,6129.00,0.00,6129.00,Monthly Payroll - M10,,FALSE
JNL1172,3,2025-04-28,ENT002,100,0.00,51075.00,-51075.00,Monthly Payroll - M10,,FALSE
JNL1172,4,2025-04-28,ENT002,330,0.00,6129.00,-6129.00,Monthly Payroll - M10,,FALSE
JNL1173,1,2025-04-28,ENT002,820,8500.00,0.00,8500.00,Store Operating Costs - M10,,FALSE
JNL1173,2,2025-04-28,ENT002,810,4200.00,0.00,4200.00,Store Operating Costs - M10,,FALSE
JNL1173,3,2025-04-28,ENT002,100,0.00,12700.00,-12700.00,Store Operating Costs - M10,,FALSE
JNL1174,1,2025-04-15,ENT003,110,215650.00,0.00,215650.00,Freight Service Revenue - M10,,FALSE
JNL1174,2,2025-04-15,ENT003,600,0.00,215650.00,-215650.00,Freight Service Revenue - M10,,FALSE
JNL1175,1,2025-04-15,ENT003,710,60382.00,0.00,60382.00,Fleet Fuel & Maintenance - M10,,FALSE
JNL1175,2,2025-04-15,ENT003,810,6500.00,0.00,6500.00,Fleet Fuel & Maintenance - M10,,FALSE
JNL1175,3,2025-04-15,ENT003,100,0.00,66882.00,-66882.00,Fleet Fuel & Maintenance - M10,,FALSE
JNL1176,1,2025-04-28,ENT003,800,68100.00,0.00,68100.00,Driver Payroll - M10,,FALSE
JNL1176,2,2025-04-28,ENT003,805,8172.00,0.00,8172.00,Driver Payroll - M10,,FALSE
JNL1176,3,2025-04-28,ENT003,100,0.00,68100.00,-68100.00,Driver Payroll - M10,,FALSE
JNL1176,4,2025-04-28,ENT003,330,0.00,8172.00,-8172.00,Driver Payroll - M10,,FALSE
JNL1177,1,2025-04-28,ENT003,890,4500.00,0.00,4500.00,Vehicle Depreciation - M10,,FALSE
JNL1177,2,2025-04-28,ENT003,210,0.00,4500.00,-4500.00,Vehicle Depreciation - M10,,FALSE
JNL1178,1,2025-04-15,ENT004,100,25000.00,0.00,25000.00,Property Rent Collection - M10,,FALSE
JNL1178,2,2025-04-15,ENT004,620,0.00,25000.00,-25000.00,Property Rent Collection - M10,,FALSE
JNL1179,1,2025-04-28,ENT004,895,5200.00,0.00,5200.00,Bank Facility Interest - M10,,FALSE
JNL1179,2,2025-04-28,ENT004,100,0.00,5200.00,-5200.00,Bank Facility Interest - M10,,FALSE
JNL1180,1,2025-04-28,ENT001,180,16000.00,0.00,16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1180,2,2025-04-28,ENT001,650,0.00,16000.00,-16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1181,1,2025-04-28,ENT002,880,10000.00,0.00,10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1181,2,2025-04-28,ENT002,380,0.00,10000.00,-10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1182,1,2025-04-28,ENT003,880,6000.00,0.00,6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1182,2,2025-04-28,ENT003,380,0.00,6000.00,-6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1183,1,2025-04-28,ENT003,180,8500.00,0.00,8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1183,2,2025-04-28,ENT003,600,0.00,8500.00,-8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1184,1,2025-04-28,ENT002,750,8500.00,0.00,8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1184,2,2025-04-28,ENT002,380,0.00,8500.00,-8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1185,1,2025-05-15,ENT001,110,184000.00,0.00,184000.00,Advisory Billings - M11,,FALSE
JNL1185,2,2025-05-15,ENT001,610,0.00,184000.00,-184000.00,Advisory Billings - M11,,FALSE
JNL1186,1,2025-05-28,ENT001,800,86250.00,0.00,86250.00,Monthly Payroll - M11,,FALSE
JNL1186,2,2025-05-28,ENT001,805,10350.00,0.00,10350.00,Monthly Payroll - M11,,FALSE
JNL1186,3,2025-05-28,ENT001,100,0.00,86250.00,-86250.00,Monthly Payroll - M11,,FALSE
JNL1186,4,2025-05-28,ENT001,330,0.00,10350.00,-10350.00,Monthly Payroll - M11,,FALSE
JNL1187,1,2025-05-28,ENT001,820,12000.00,0.00,12000.00,Operating Costs & Rent - M11,,FALSE
JNL1187,2,2025-05-28,ENT001,830,3500.00,0.00,3500.00,Operating Costs & Rent - M11,,FALSE
JNL1187,3,2025-05-28,ENT001,100,0.00,15500.00,-15500.00,Operating Costs & Rent - M11,,FALSE
JNL1188,1,2025-05-15,ENT002,100,322000.00,0.00,322000.00,Food Retailing Sales - M11,,FALSE
JNL1188,2,2025-05-15,ENT002,600,0.00,322000.00,-322000.00,Food Retailing Sales - M11,,FALSE
JNL1189,1,2025-05-15,ENT002,700,186760.00,0.00,186760.00,Produce Inventory Purchase - M11,,FALSE
JNL1189,2,2025-05-15,ENT002,100,0.00,186760.00,-186760.00,Produce Inventory Purchase - M11,,FALSE
JNL1190,1,2025-05-28,ENT002,800,51750.00,0.00,51750.00,Monthly Payroll - M11,,FALSE
JNL1190,2,2025-05-28,ENT002,805,6210.00,0.00,6210.00,Monthly Payroll - M11,,FALSE
JNL1190,3,2025-05-28,ENT002,100,0.00,51750.00,-51750.00,Monthly Payroll - M11,,FALSE
JNL1190,4,2025-05-28,ENT002,330,0.00,6210.00,-6210.00,Monthly Payroll - M11,,FALSE
